Title,Date,Content,Sentiment
Tata Power Share Price Live Updates: Return metrics and efficiency,"22 May 2024, 09:33:06 AM IST",Tata Power Share Price Live Updates: Tata Power share price is at₹443.2 and is still trading between the key support and resistance levels of₹439.05 and₹445.35 on a daily timeframe. If it crosses the support of₹439.05 then we can expect a further bearish movement. On the other hand if the price crosses 445.35 then it will lead to a bullish movement.,
Tata Power Share Price Live Updates: Return metrics and efficiency,"22 May 2024, 09:16:28 AM IST","Tata Power Share Price Today Live: The share price of Tata Power has increased by 0.28% and is currently trading at₹442.95. Over the past year, Tata Power shares have surged by 114.21% to reach₹442.95. In contrast, the Nifty index has risen by 23.01% to 22529.05 during the same one-year period.",
Tata Power Share Price Live Updates: Return metrics and efficiency,"22 May 2024, 08:35:03 AM IST","Tata Power Share Price Today Live: The analyst recommendation trend is shown below with the current rating as Hold.The median price target is₹308.0, 30.27% lower than current market price.The lowest target price among analyst estimates is₹230.0The highest target price among analyst estimates is₹471.6These target price estimates are for the next 1 year.",
Tata Power Share Price Live Updates: Return metrics and efficiency,"22 May 2024, 08:20:59 AM IST",Tata Power Share Price Today Live: The trading volume yesterday was 28.06% lower than the 20 day average. Yesterday’s NSE volume was 11 mn & BSE volume was 582 k.,
Tata Power Share Price Live Updates: Return metrics and efficiency,"22 May 2024, 08:04:29 AM IST",Tata Power Share Price Today Live: The stock traded in the range of₹446.35 &₹440.2 yesterday to end at₹441.25. The stock is currently experiencing a strong bullish trend,
Tata Power Share Price Live Updates: Tata Power Short Term and Long Term Trends,"23 May 2024, 02:48:43 PM IST","Tata Power Share Price Live Updates: The volume of Tata Power traded until 2 PM is 49.33% lower than yesterday, with the price at₹448.4, a decrease of 0.18%. Volume traded is a key indicator used in conjunction with price to analyze trends. A positive price trend with increased volume indicates a sustainable upward movement, while a negative price trend with higher volume could signal further price declines.",
Tata Power Share Price Live Updates: Tata Power Short Term and Long Term Trends,"23 May 2024, 02:41:17 PM IST",Tata Power Share Price Live Updates: The stock price has been moving between 449.23 and 447.33 levels in the last hour. Traders could consider rangebound trading strategies by buying near the hourly support at 447.33 and selling near the hourly resistance at 449.23.The hourly support and resistance levels to watch out in the next hour are mentioned below.,
Tata Power Share Price Live Updates: Tata Power Short Term and Long Term Trends,"23 May 2024, 02:10:00 PM IST","Tata Power Share Price Live Updates: The analyst recommendation trend is shown below with the current rating as Hold.The median price target is₹308.0, 31.27% lower than current market price.The lowest target price among analyst estimates is₹230.0The highest target price among analyst estimates is₹471.6These target price estimates are for the next 1 year.",
Tata Power Share Price Live Updates: Tata Power Short Term and Long Term Trends,"23 May 2024, 02:03:08 PM IST",Tata Power Share Price Today Live: Tata Power share price is at₹448.65 and is still trading between the key support and resistance levels of₹439.32 and₹452.87 on a daily timeframe. If it crosses the support of₹439.32 then we can expect a further bearish movement. On the other hand if the price crosses 452.87 then it will lead to a bullish movement.,
Tata Power Share Price Live Updates: Tata Power Short Term and Long Term Trends,"23 May 2024, 01:55:01 PM IST","Tata Power Share Price Today Live: The volume of Tata Power traded by 1 PM is down by 47.49% compared to yesterday, with the price at₹448.55, a decrease of 0.21%. Volume traded, along with price, is a key indicator for analyzing trends. A positive price trend accompanied by higher volume indicates a sustainable upward movement, while a negative price trend with higher volume could signal a further decline in prices.",
Tata Power Share Price Live Updates: Tata Power Short Term and Long Term Trends,"23 May 2024, 01:40:43 PM IST",Tata Power Share Price Today Live: The stock price has been moving between 449.73 and 447.33 levels in the last hour. Traders could consider using rangebound trading strategies by buying near the hourly support level of 447.33 and selling near the hourly resistance level of 449.73.The hourly support and resistance levels to watch out in the next hour are mentioned below.,
Tata Power Share Price Live Updates: Tata Power Short Term and Long Term Trends,"23 May 2024, 01:11:19 PM IST","Tata Power Share Price Today Live: A decrease in futures price, combined with increased open interest in Tata Power, indicates a potential for negative price movement in the near future. Traders may consider maintaining their short positions.",
Tata Power Share Price Live Updates: Tata Power Short Term and Long Term Trends,"23 May 2024, 01:06:22 PM IST",Tata Power Share Price Today Live: Tata Power stock traded at a low of₹445.6 and reached a high of₹452.25 on the current day.,
Tata Power Share Price Live Updates: Tata Power Short Term and Long Term Trends,"23 May 2024, 12:47:17 PM IST","Tata Power Share Price Live Updates: The volume of Tata Power traded until 12 AM is 47.06% lower than yesterday, with the price trading at₹447.25, a decrease of 0.08%. Volume traded is a crucial indicator, along with price, for analyzing trends. A positive price movement accompanied by higher volume indicates a sustainable upward trend, while a negative price movement with higher volume could signal further price declines.",
Tata Power Share Price Live Updates: Tata Power Short Term and Long Term Trends,"23 May 2024, 12:34:28 PM IST",Tata Power Share Price Live Updates: The stock price has been moving between the levels of 449.13 and 445.23 in the last hour. Traders could consider using rangebound trading strategies by buying near the hourly support level of 445.23 and selling near the hourly resistance level of 449.13.The hourly support and resistance levels to watch out in the next hour are mentioned below.,
Tata Power Share Price Live Updates: Tata Power Short Term and Long Term Trends,"23 May 2024, 12:16:30 PM IST",Tata Power Share Price Live Updates: Tata Power share price is at₹448.5 and is still trading between the key support and resistance levels of₹439.32 and₹452.87 on a daily timeframe. If it crosses the support of₹439.32 then we can expect a further bearish movement. On the other hand if the price crosses 452.87 then it will lead to a bullish movement.,
Tata Power Share Price Live Updates: Tata Power Short Term and Long Term Trends,"23 May 2024, 11:48:35 AM IST","Tata Power Share Price Today Live: As of 11 AM, Tata Power's trading volume has decreased by 41.21% compared to yesterday, while the price is currently at₹447, down by 0.13%. Volume traded, in conjunction with price, is a crucial factor for analyzing trends in the market. A positive price trend accompanied by higher volume indicates a sustainable upward movement, whereas a negative price trend with increased volume may signal further price declines.",
Tata Power Share Price Live Updates: Tata Power Short Term and Long Term Trends,"23 May 2024, 11:40:35 AM IST","Tata Power Share Price Today Live: Tata Power reached a high of 449.5 and a low of 445.6 in the previous trading hour. In the last hour, the stock price dropped below the hourly support level of 447.85 (Support level 1), suggesting a bearish sentiment. Traders may consider reducing long positions and monitoring for additional support levels at 446.5 and 444.3.The hourly support and resistance levels to watch out in the next hour are mentioned below.",
Tata Power Share Price Live Updates: Tata Power Short Term and Long Term Trends,"23 May 2024, 11:29:27 AM IST",Tata Power Share Price Today Live: Tata Power share price is at₹446.7 and is still trading between the key support and resistance levels of₹439.32 and₹452.87 on a daily timeframe. If it crosses the support of₹439.32 then we can expect a further bearish movement. On the other hand if the price crosses 452.87 then it will lead to a bullish movement.,
Tata Power Share Price Live Updates: Tata Power Short Term and Long Term Trends,"23 May 2024, 11:19:18 AM IST","Tata Power Share Price Today Live: Tata Power's stock price has decreased by 0.12% to₹447.05, while its competitors like Adani Green Energy, Adani Power, Adani Energy Solutions, and JSW Energy are experiencing gains today. The Nifty and Sensex benchmark indices are up by 0.53% and 0.52%, respectively.",
Tata Power Share Price Live Updates: Tata Power Short Term and Long Term Trends,"23 May 2024, 11:07:17 AM IST","Tata Power Share Price Today Live: The analyst recommendation trend is shown below with the current rating as Hold.The median price target is₹308.0, 31.03% lower than current market price.The lowest target price among analyst estimates is₹230.0The highest target price among analyst estimates is₹471.6These target price estimates are for the next 1 year.",
Tata Power Share Price Live Updates: Tata Power Short Term and Long Term Trends,"23 May 2024, 10:46:58 AM IST","Tata Power Share Price Live Updates: The volume of Tata Power traded by 10 AM is 5.59% lower than yesterday, while the price is at₹447.4, a decrease of 0.04%. Volume traded is a key indicator in analyzing trends, along with price. A positive price movement accompanied by higher volume indicates a sustainable upward trend, whereas a negative price movement with higher volume could signal further price declines.",
Tata Power Share Price Live Updates: Tata Power Short Term and Long Term Trends,"23 May 2024, 10:36:53 AM IST",Tata Power Share Price Live Updates: Tata Power touched a high of 452.25 & a low of 448.7 in the previous trading hour.The hourly support and resistance levels to watch out in the next hour are mentioned below.,
Tata Power Share Price Live Updates: Tata Power Short Term and Long Term Trends,"23 May 2024, 09:53:39 AM IST","Tata Power Share Price Live Updates: Today, Tata Power's stock price increased by 0.56% to reach₹450.1, while its counterparts showed a mixed performance. Adani Green Energy and Adani Energy Solutions are declining, but Adani Power and JSW Energy are experiencing gains. The benchmark indices Nifty and Sensex are up by 0.27% and 0.37% respectively.",
Tata Power Share Price Live Updates: Tata Power Short Term and Long Term Trends,"23 May 2024, 09:45:02 AM IST",Tata Power Share Price Live Updates: An increase in futures price and open interest in Tata Power indicates potential positive price movement ahead. Traders may consider maintaining their long positions.,
Tata Power Share Price Live Updates: Tata Power Short Term and Long Term Trends,"23 May 2024, 09:31:05 AM IST",Tata Power Share Price Live Updates: Tata Power share price is at₹451.7 and is still trading between the key support and resistance levels of₹439.32 and₹452.87 on a daily timeframe. If it crosses the support of₹439.32 then we can expect a further bearish movement. On the other hand if the price crosses 452.87 then it will lead to a bullish movement.,
Tata Power Share Price Live Updates: Tata Power Short Term and Long Term Trends,"23 May 2024, 09:18:02 AM IST","Tata Power Share Price Today Live: The share price of Tata Power has increased by 0.07% and is currently trading at₹447.90. Over the past year, Tata Power shares have surged by 116.38% to reach₹447.90. In contrast, the Nifty index has risen by 23.39% to 22597.80 during the same one-year period.",
Tata Power Share Price Live Updates: Tata Power Short Term and Long Term Trends,"23 May 2024, 08:35:04 AM IST","Tata Power Share Price Today Live: The analyst recommendation trend is shown below with the current rating as Hold.The median price target is₹308.0, 31.19% lower than current market price.The lowest target price among analyst estimates is₹230.0The highest target price among analyst estimates is₹471.6These target price estimates are for the next 1 year.",
Tata Power Share Price Live Updates: Tata Power Short Term and Long Term Trends,"23 May 2024, 08:33:41 AM IST",Tata Power Share Price Today Live: The trading volume yesterday was 3.97% higher than the 20 day average. Yesterday’s NSE volume was 16 mn & BSE volume was 1478 k.,
Tata Power Share Price Live Updates: Tata Power Short Term and Long Term Trends,"23 May 2024, 08:06:25 AM IST",Tata Power Share Price Today Live: The stock traded in the range of₹449.75 &₹436.45 yesterday to end at₹441.7. The stock is currently experiencing a strong bullish trend,
Tata Power Share Price Live Updates: Shareholding information,"23 May 2024, 07:32:19 PM IST",Tata Power Share Price Live Updates: Tata Power's ROE for the most recent fiscal year was 12.09% and its return on investment was 4.99%. The consensus estimates for ROE in the current and upcoming fiscal year are 11.56% and 12.05% respectively.,
Tata Power Share Price Live Updates: Shareholding information,"23 May 2024, 07:09:11 PM IST","Tata Power Share Price Live Updates: Tata Power has shown an EPS growth of 51.54% and a revenue growth of 23.70% over the past three years. In the last twelve months, the company recorded a revenue of 614489.00 cr, which is slightly higher than the revenue from the most recent fiscal year. The company is expected to experience a revenue growth of 28.59% and a profit growth of 11.44% in the fourth quarter.",
Tata Power Share Price Live Updates: Shareholding information,"23 May 2024, 06:33:54 PM IST","Tata Power Share Price Live Updates: The analyst recommendation trend is shown below with the current rating as Hold.The median price target is₹308.0, 31.4% lower than current market price.The lowest target price among analyst estimates is₹230.0The highest target price among analyst estimates is₹471.6These target price estimates are for the next 1 year.",
Tata Power Share Price Live Updates: Shareholding information,"23 May 2024, 06:05:49 PM IST","Tata Power Share Price Live Updates: Today, Tata Power's stock price increased by 0.31% to reach₹449, mirroring the positive trend of its counterparts in the industry. Adani Green Energy, Adani Power, Adani Energy Solutions, and JSW Energy are also experiencing an upward movement. Additionally, the benchmark indices Nifty and Sensex have risen by 1.64% and 1.61% respectively.",
Tata Power Share Price Live Updates: Shareholding information,"23 May 2024, 05:31:24 PM IST",Tata Power Share Price Today Live: Tata Power stock's price fluctuated between a low of₹445.6 and a high of₹452.25 on the current day.,
Tata Power Share Price Live Updates: Shareholding information,"23 May 2024, 04:36:10 PM IST",Tata Power Share Price Today Live: An increase in futures price and open interest in Tata Power indicates potential positive price movement in the near future. Traders may consider maintaining their long positions.,
Tata Power Share Price Live Updates: Shareholding information,"23 May 2024, 03:53:36 PM IST","Tata Power Share Price Today Live:Tata Powershare price closed the day at₹449 - a 0.31% higher than the previous closing price. For the next trading session key resistances to watch for are 452.27 , 455.48 , 458.87. On the other hand key support levels could be found at 445.67 , 442.28 , 439.07.Please note these support and resistance levels are derived from the classic pivot table.",
Tata Power Share Price Live Updates: Shareholding information,"23 May 2024, 03:52:34 PM IST","Tata Power Share Price Today Live: The volume of Tata Power traded until 3 PM is 46.57% lower than yesterday, with the price at₹449, down by 0.31%. Volume traded, along with price, is a crucial indicator for studying trends. A positive price movement accompanied by higher volume indicates a sustainable uptrend, while a negative price movement with higher volume could signal further price declines.",
Tata Power Share Price Live Updates: Shareholding information,"23 May 2024, 03:11:34 PM IST",Tata Power Share Price Today Live: Tata Power share price is at₹449.15 and is still trading between the key support and resistance levels of₹439.32 and₹452.87 on a daily timeframe. If it crosses the support of₹439.32 then we can expect a further bearish movement. On the other hand if the price crosses 452.87 then it will lead to a bullish movement.,
Tata Power Share Price Today Live: Hourly Price Movement Update,"24 May 2024, 01:33:02 PM IST","Tata Power Share Price Today Live: Tata Power reached a peak of 452.9 and a low of 449.3 in the previous trading hour. During the last hour, the stock price exceeded both the hourly resistances of 450.1 and 450.9, suggesting strong bullish sentiment. Traders may want to consider implementing trailing stop losses to safeguard their profits.The hourly support and resistance levels to watch out in the next hour are mentioned below.",
Tata Power Share Price Today Live: Hourly Price Movement Update,"24 May 2024, 01:13:40 PM IST","Tata Power Share Price Today Live: An increase in futures price and a decrease in open interest for Tata Power indicate that the current upward trend may be slowing down, possibly indicating a potential peak or reversal in the stock's trajectory in the near future.",
Tata Power Share Price Today Live: Hourly Price Movement Update,"24 May 2024, 01:02:33 PM IST",Tata Power Share Price Today Live: The Tata Power stock reached a low of₹446.15 and a high of₹452.90 on the current day.,
Tata Power Share Price Today Live: Hourly Price Movement Update,"24 May 2024, 12:54:08 PM IST","Tata Power Share Price Live Updates: The volume of Tata Power traded until 12 AM is 19.12% lower than yesterday, with the price at₹451.6, a decrease of 0.58%. Volume traded is a key indicator, along with price, for analyzing trends. A positive price movement accompanied by higher volume indicates a sustainable upward trend, while a negative price movement with higher volume may signal further price declines.",
Tata Power Share Price Today Live: Hourly Price Movement Update,"24 May 2024, 12:35:11 PM IST","Tata Power Share Price Live Updates: Tata Power reached a peak of 449.65 and a trough of 447.6 in the previous trading hour. During the last hour, the stock price moved above the hourly resistance of 450.33 (Resistance level 1), suggesting a bullish momentum.The hourly support and resistance levels to watch out in the next hour are mentioned below.",
Tata Power Share Price Today Live: Hourly Price Movement Update,"24 May 2024, 12:14:27 PM IST",Tata Power Share Price Live Updates: Tata Power share price is at₹448.95 and is still trading between the key support and resistance levels of₹445.67 and₹452.27 on a daily timeframe. If it crosses the support of₹445.67 then we can expect a further bearish movement. On the other hand if the price crosses 452.27 then it will lead to a bullish movement.,
Tata Power Share Price Today Live: Hourly Price Movement Update,"24 May 2024, 11:52:40 AM IST","Tata Power Share Price Today Live: The volume of Tata Power traded by 11 AM is 34.84% lower than yesterday. The price is currently trading at₹448.2, a decrease of 0.18%. Volume traded is a crucial indicator, along with price, for analyzing trends. A positive price movement with higher volume indicates a sustainable upward trend, while a negative price movement with higher volume could suggest further price declines.",
Tata Power Share Price Today Live: Hourly Price Movement Update,"24 May 2024, 11:41:51 AM IST","Tata Power Share Price Today Live: Tata Power reached a peak of 450.0 and a low of 447.0 in the previous trading hour. During the last hour, the stock price surpassed the hourly resistance at 448.58 (Resistance level 1), suggesting a bullish momentum.The hourly support and resistance levels to watch out in the next hour are mentioned below.",
Tata Power Share Price Today Live: Hourly Price Movement Update,"24 May 2024, 11:20:44 AM IST",Tata Power Share Price Today Live: Tata Power share price is at₹449.25 and is still trading between the key support and resistance levels of₹445.67 and₹452.27 on a daily timeframe. If it crosses the support of₹445.67 then we can expect a further bearish movement. On the other hand if the price crosses 452.27 then it will lead to a bullish movement.,
Tata Power Share Price Today Live: Hourly Price Movement Update,"24 May 2024, 11:19:15 AM IST","Tata Power Share Price Today Live: Today, Tata Power's stock price has remained stable at₹449, in line with its industry peers such as Adani Green Energy, Adani Power, Adani Energy Solutions, and JSW Energy, which are also experiencing an increase. The benchmark indices Nifty and Sensex have seen marginal gains of 0.05% and 0.01% respectively.",
Tata Power Share Price Today Live: Hourly Price Movement Update,"24 May 2024, 11:03:59 AM IST","Tata Power Share Price Today Live: The analyst recommendation trend is shown below with the current rating as Hold.The median price target is₹308.0, 31.44% lower than current market price.The lowest target price among analyst estimates is₹230.0The highest target price among analyst estimates is₹471.6These target price estimates are for the next 1 year.",
Tata Power Share Price Today Live: Hourly Price Movement Update,"24 May 2024, 10:45:51 AM IST","Tata Power Share Price Live Updates: The volume of Tata Power traded until 10 AM is down by 45.03% compared to yesterday, while the price is currently trading at₹449.45, a decrease of 0.1%. Volume traded is a crucial factor in analyzing trends, along with price. A positive price movement accompanied by higher volume indicates a sustainable upward trend, whereas a negative price movement with increased volume may signal a further decline in prices.",
Tata Power Share Price Today Live: Hourly Price Movement Update,"24 May 2024, 10:36:21 AM IST",Tata Power Share Price Live Updates: Tata Power touched a high of 448.75 & a low of 446.15 in the previous trading hour.The hourly support and resistance levels to watch out in the next hour are mentioned below.,
Tata Power Share Price Today Live: Hourly Price Movement Update,"24 May 2024, 09:52:11 AM IST","Tata Power Share Price Live Updates: Today, Tata Power's stock price dropped by 0.22% to reach₹448, while its counterparts are showing varied performance. Adani Power is declining, whereas Adani Green Energy, Adani Energy Solutions, and JSW Energy are experiencing an upward trend. In general, the Nifty and Sensex indices are down by 0.02% each.",
Tata Power Share Price Today Live: Hourly Price Movement Update,"24 May 2024, 09:46:11 AM IST",Tata Power Share Price Live Updates: A decrease in futures price and an increase in open interest for Tata Power indicate the possibility of negative price movement in the near future. Traders may consider maintaining their short positions.,
Tata Power Share Price Today Live: Hourly Price Movement Update,"24 May 2024, 09:33:57 AM IST",Tata Power Share Price Live Updates: Tata Power share price is at₹448.05 and is still trading between the key support and resistance levels of₹445.67 and₹452.27 on a daily timeframe. If it crosses the support of₹445.67 then we can expect a further bearish movement. On the other hand if the price crosses 452.27 then it will lead to a bullish movement.,
Tata Power Share Price Today Live: Hourly Price Movement Update,"24 May 2024, 09:20:41 AM IST","Tata Power Share Price Today Live: The Tata Power share price has decreased by -0.06% and is currently trading at₹448.75. Over the past year, Tata Power shares have gained 116.82%, reaching₹448.75. In comparison, the Nifty rose by 25.18% to 22,967.65 during the same 1-year period.",
Tata Power Share Price Today Live: Hourly Price Movement Update,"24 May 2024, 08:33:56 AM IST","Tata Power Share Price Today Live: The analyst recommendation trend is shown below with the current rating as Hold.The median price target is₹308.0, 31.4% lower than current market price.The lowest target price among analyst estimates is₹230.0The highest target price among analyst estimates is₹471.6These target price estimates are for the next 1 year.",
Tata Power Share Price Today Live: Hourly Price Movement Update,"24 May 2024, 08:20:22 AM IST",Tata Power Share Price Today Live: The trading volume yesterday was 44.92% lower than the 20 day average. Yesterday’s NSE volume was 8 mn & BSE volume was 511 k.,
Tata Power Share Price Today Live: Hourly Price Movement Update,"24 May 2024, 08:00:08 AM IST",Tata Power Share Price Today Live: The stock traded in the range of₹452.25 &₹445.6 yesterday to end at₹447.6. The stock is currently experiencing a strong bullish trend,
Tata Power Share Price Live Updates: Shareholding information,2024-05-24 00:00:00,"ata Power Share Price Live Updates: Tata Power has a 9.61% MF holding & 9.44% FII holding as per filings in the march quarter.
The MF holding has decreased from 10.48% in december to 9.61% in march quarter.
The FII holding has decreased from 9.85% in december to 9.44% in march quarter.",0.296
